case,task,subtask,score,value,alg_number,alg_name,phase
1154,spleen,spleen_L1,HSD,0.9978572,16,ubilearn,2
1155,spleen,spleen_L1,DCS,0.967259986,16,ubilearn,2
1155,spleen,spleen_L1,HSD,0.9975124,16,ubilearn,2
1156,spleen,spleen_L1,DCS,0.894553201,16,ubilearn,2
1156,spleen,spleen_L1,HSD,0.9564852,16,ubilearn,2
1157,spleen,spleen_L1,DCS,0.946035952,16,ubilearn,2
1157,spleen,spleen_L1,HSD,0.97887945,16,ubilearn,2
1158,spleen,spleen_L1,DCS,0.953645054,16,ubilearn,2
1158,spleen,spleen_L1,HSD,0.99104637,16,ubilearn,2
1159,spleen,spleen_L1,DCS,0.932070657,16,ubilearn,2
1159,spleen,spleen_L1,HSD,0.9941199,16,ubilearn,2
1160,colon,colon_L1,DCS,0,16,ubilearn,2
1160,colon,colon_L1,HSD,0.26702178,16,ubilearn,2
1161,colon,colon_L1,DCS,0,16,ubilearn,2
1161,colon,colon_L1,HSD,0,16,ubilearn,2
1162,colon,colon_L1,DCS,0,16,ubilearn,2
1162,colon,colon_L1,HSD,0,16,ubilearn,2
1163,colon,colon_L1,DCS,0.049238743,16,ubilearn,2
1163,colon,colon_L1,HSD,0.47443852,16,ubilearn,2
1164,colon,colon_L1,DCS,0.81439614,16,ubilearn,2
1164,colon,colon_L1,HSD,0.9413524,16,ubilearn,2
1165,colon,colon_L1,DCS,0,16,ubilearn,2
1165,colon,colon_L1,HSD,0,16,ubilearn,2
1166,colon,colon_L1,DCS,0,16,ubilearn,2
1166,colon,colon_L1,HSD,0,16,ubilearn,2
1167,colon,colon_L1,DCS,0.165842416,16,ubilearn,2
1167,colon,colon_L1,HSD,0.50859004,16,ubilearn,2
1168,colon,colon_L1,DCS,0.49387999,16,ubilearn,2
1168,colon,colon_L1,HSD,0.70128983,16,ubilearn,2
1169,colon,colon_L1,DCS,0,16,ubilearn,2
1169,colon,colon_L1,HSD,0,16,ubilearn,2
1170,colon,colon_L1,DCS,0.611638294,16,ubilearn,2
1170,colon,colon_L1,HSD,0.615263,16,ubilearn,2
1171,colon,colon_L1,DCS,0.229801964,16,ubilearn,2
1171,colon,colon_L1,HSD,0.24310452,16,ubilearn,2
1172,colon,colon_L1,DCS,0,16,ubilearn,2
1172,colon,colon_L1,HSD,0,16,ubilearn,2
1173,colon,colon_L1,DCS,0.184601611,16,ubilearn,2
1173,colon,colon_L1,HSD,0.5016968,16,ubilearn,2
1174,colon,colon_L1,DCS,0,16,ubilearn,2
1174,colon,colon_L1,HSD,0,16,ubilearn,2
1175,colon,colon_L1,DCS,0.01681321,16,ubilearn,2
1175,colon,colon_L1,HSD,0.059366867,16,ubilearn,2
1176,colon,colon_L1,DCS,0.258702721,16,ubilearn,2
1176,colon,colon_L1,HSD,0.41066974,16,ubilearn,2
1177,colon,colon_L1,DCS,0,16,ubilearn,2
1177,colon,colon_L1,HSD,0,16,ubilearn,2
1178,colon,colon_L1,DCS,0.013470756,16,ubilearn,2
1178,colon,colon_L1,HSD,0.078842,16,ubilearn,2
1179,colon,colon_L1,DCS,0,16,ubilearn,2
1179,colon,colon_L1,HSD,0,16,ubilearn,2
1180,colon,colon_L1,DCS,0.477392936,16,ubilearn,2
1180,colon,colon_L1,HSD,0.6304438,16,ubilearn,2
1181,colon,colon_L1,DCS,0,16,ubilearn,2
1181,colon,colon_L1,HSD,0,16,ubilearn,2
1182,colon,colon_L1,DCS,0.365192063,16,ubilearn,2
1182,colon,colon_L1,HSD,0.5514759,16,ubilearn,2
1183,colon,colon_L1,DCS,0,16,ubilearn,2
1183,colon,colon_L1,HSD,0,16,ubilearn,2
1184,colon,colon_L1,DCS,0,16,ubilearn,2
1184,colon,colon_L1,HSD,0.02007433,16,ubilearn,2
1185,colon,colon_L1,DCS,0.019067797,16,ubilearn,2
1185,colon,colon_L1,HSD,0.10989956,16,ubilearn,2
1186,colon,colon_L1,DCS,0,16,ubilearn,2
1186,colon,colon_L1,HSD,0,16,ubilearn,2
1187,colon,colon_L1,DCS,0,16,ubilearn,2
1187,colon,colon_L1,HSD,0,16,ubilearn,2
1188,colon,colon_L1,DCS,0.067135756,16,ubilearn,2
1188,colon,colon_L1,HSD,0.19236751,16,ubilearn,2
1189,colon,colon_L1,DCS,0,16,ubilearn,2
1189,colon,colon_L1,HSD,0,16,ubilearn,2
1190,colon,colon_L1,DCS,0.67221313,16,ubilearn,2
1190,colon,colon_L1,HSD,0.85417086,16,ubilearn,2
1191,colon,colon_L1,DCS,0.000475483,16,ubilearn,2
1191,colon,colon_L1,HSD,0.016984507,16,ubilearn,2
1192,colon,colon_L1,DCS,0.790362543,16,ubilearn,2
1192,colon,colon_L1,HSD,0.9249325,16,ubilearn,2
1193,colon,colon_L1,DCS,0,16,ubilearn,2
1193,colon,colon_L1,HSD,0,16,ubilearn,2
1194,colon,colon_L1,DCS,0,16,ubilearn,2
1194,colon,colon_L1,HSD,0,16,ubilearn,2
1195,colon,colon_L1,DCS,0.728686985,16,ubilearn,2
1195,colon,colon_L1,HSD,0.96576536,16,ubilearn,2
1196,colon,colon_L1,DCS,0,16,ubilearn,2
1196,colon,colon_L1,HSD,0,16,ubilearn,2
1197,colon,colon_L1,DCS,0.869017931,16,ubilearn,2
1197,colon,colon_L1,HSD,0.9881845,16,ubilearn,2
1198,colon,colon_L1,DCS,0.007309433,16,ubilearn,2
1198,colon,colon_L1,HSD,0.07244937,16,ubilearn,2
1199,colon,colon_L1,DCS,0,16,ubilearn,2
1199,colon,colon_L1,HSD,0,16,ubilearn,2
1200,colon,colon_L1,DCS,0.025946948,16,ubilearn,2
1200,colon,colon_L1,HSD,0.10595983,16,ubilearn,2
1201,colon,colon_L1,DCS,0.54248366,16,ubilearn,2
1201,colon,colon_L1,HSD,0.734305,16,ubilearn,2
1202,colon,colon_L1,DCS,0,16,ubilearn,2
1202,colon,colon_L1,HSD,0,16,ubilearn,2
1203,colon,colon_L1,DCS,0,16,ubilearn,2
1203,colon,colon_L1,HSD,0.08794811,16,ubilearn,2
1204,colon,colon_L1,DCS,0.166902405,16,ubilearn,2
1204,colon,colon_L1,HSD,0.335889,16,ubilearn,2
1205,colon,colon_L1,DCS,0.379200566,16,ubilearn,2
1205,colon,colon_L1,HSD,0.6573966,16,ubilearn,2
1206,colon,colon_L1,DCS,0,16,ubilearn,2
1206,colon,colon_L1,HSD,0,16,ubilearn,2
1207,colon,colon_L1,DCS,0,16,ubilearn,2
1207,colon,colon_L1,HSD,0,16,ubilearn,2
1208,colon,colon_L1,DCS,0,16,ubilearn,2
1208,colon,colon_L1,HSD,0,16,ubilearn,2
1209,colon,colon_L1,DCS,0,16,ubilearn,2
1209,colon,colon_L1,HSD,0,16,ubilearn,2
1210,colon,colon_L1,DCS,0,16,ubilearn,2
1210,colon,colon_L1,HSD,0,16,ubilearn,2
1211,colon,colon_L1,DCS,0,16,ubilearn,2
1211,colon,colon_L1,HSD,0,16,ubilearn,2
1212,colon,colon_L1,DCS,0,16,ubilearn,2
1212,colon,colon_L1,HSD,0,16,ubilearn,2
1213,colon,colon_L1,DCS,0.526671021,16,ubilearn,2
1213,colon,colon_L1,HSD,0.7672834,16,ubilearn,2
1214,colon,colon_L1,DCS,0,16,ubilearn,2
1214,colon,colon_L1,HSD,0,16,ubilearn,2
1215,colon,colon_L1,DCS,0.581168648,16,ubilearn,2
1215,colon,colon_L1,HSD,0.7980079,16,ubilearn,2
1216,colon,colon_L1,DCS,0,16,ubilearn,2
1216,colon,colon_L1,HSD,0,16,ubilearn,2
1217,colon,colon_L1,DCS,0.291934255,16,ubilearn,2
1217,colon,colon_L1,HSD,0.5241893,16,ubilearn,2
1218,colon,colon_L1,DCS,0,16,ubilearn,2
1218,colon,colon_L1,HSD,0,16,ubilearn,2
1219,colon,colon_L1,DCS,0.435364273,16,ubilearn,2
1219,colon,colon_L1,HSD,0.7549233,16,ubilearn,2
1220,colon,colon_L1,DCS,0,16,ubilearn,2
1220,colon,colon_L1,HSD,0,16,ubilearn,2
1221,colon,colon_L1,DCS,0,16,ubilearn,2
1221,colon,colon_L1,HSD,0,16,ubilearn,2
1222,colon,colon_L1,DCS,0.471161149,16,ubilearn,2
1222,colon,colon_L1,HSD,0.860961,16,ubilearn,2
1223,colon,colon_L1,DCS,0,16,ubilearn,2
1223,colon,colon_L1,HSD,0,16,ubilearn,2
1001,hepaticvessel,hepaticvessel_L1,DCS,0.620905725,17,whale,2
1001,hepaticvessel,hepaticvessel_L2,DCS,0.919459193,17,whale,2
1001,hepaticvessel,hepaticvessel_L1,HSD,0.840827,17,whale,2
1001,hepaticvessel,hepaticvessel_L2,HSD,0.9721489,17,whale,2
1002,hepaticvessel,hepaticvessel_L1,DCS,0.62424654,17,whale,2
1002,hepaticvessel,hepaticvessel_L2,DCS,0.187796043,17,whale,2
1002,hepaticvessel,hepaticvessel_L1,HSD,0.87662065,17,whale,2
1002,hepaticvessel,hepaticvessel_L2,HSD,0.48464137,17,whale,2
1003,hepaticvessel,hepaticvessel_L1,DCS,0.536957101,17,whale,2
1003,hepaticvessel,hepaticvessel_L2,DCS,0.894268627,17,whale,2
1003,hepaticvessel,hepaticvessel_L1,HSD,0.6941056,17,whale,2
1003,hepaticvessel,hepaticvessel_L2,HSD,0.8548475,17,whale,2
1004,hepaticvessel,hepaticvessel_L1,DCS,0.598001467,17,whale,2
1004,hepaticvessel,hepaticvessel_L2,DCS,0.068462301,17,whale,2
1004,hepaticvessel,hepaticvessel_L1,HSD,0.80866945,17,whale,2
1004,hepaticvessel,hepaticvessel_L2,HSD,0.12774585,17,whale,2
1005,hepaticvessel,hepaticvessel_L1,DCS,0.653914508,17,whale,2
1005,hepaticvessel,hepaticvessel_L2,DCS,0.910150037,17,whale,2
1005,hepaticvessel,hepaticvessel_L1,HSD,0.9075169,17,whale,2
1005,hepaticvessel,hepaticvessel_L2,HSD,0.96574414,17,whale,2
1006,hepaticvessel,hepaticvessel_L1,DCS,0.69675592,17,whale,2
1006,hepaticvessel,hepaticvessel_L2,DCS,0.766855286,17,whale,2
1006,hepaticvessel,hepaticvessel_L1,HSD,0.8890509,17,whale,2
1006,hepaticvessel,hepaticvessel_L2,HSD,0.9013525,17,whale,2
1007,hepaticvessel,hepaticvessel_L1,DCS,0.615800697,17,whale,2
1007,hepaticvessel,hepaticvessel_L2,DCS,0,17,whale,2
1007,hepaticvessel,hepaticvessel_L1,HSD,0.8644884,17,whale,2
1007,hepaticvessel,hepaticvessel_L2,HSD,0,17,whale,2
1008,hepaticvessel,hepaticvessel_L1,DCS,0.54803747,17,whale,2
1008,hepaticvessel,hepaticvessel_L2,DCS,0.813403049,17,whale,2
1008,hepaticvessel,hepaticvessel_L1,HSD,0.8846595,17,whale,2
1008,hepaticvessel,hepaticvessel_L2,HSD,0.55873346,17,whale,2
1009,hepaticvessel,hepaticvessel_L1,DCS,0.309857303,17,whale,2
1009,hepaticvessel,hepaticvessel_L2,DCS,0.673439544,17,whale,2
1009,hepaticvessel,hepaticvessel_L1,HSD,0.54783636,17,whale,2
1009,hepaticvessel,hepaticvessel_L2,HSD,0.900666,17,whale,2
1010,hepaticvessel,hepaticvessel_L1,DCS,0.668706716,17,whale,2
1010,hepaticvessel,hepaticvessel_L2,DCS,0.023152877,17,whale,2
1010,hepaticvessel,hepaticvessel_L1,HSD,0.9302236,17,whale,2
1010,hepaticvessel,hepaticvessel_L2,HSD,0.055773,17,whale,2
1011,hepaticvessel,hepaticvessel_L1,DCS,0.577233688,17,whale,2
1011,hepaticvessel,hepaticvessel_L2,DCS,0.7391251,17,whale,2
1011,hepaticvessel,hepaticvessel_L1,HSD,0.9143261,17,whale,2
1011,hepaticvessel,hepaticvessel_L2,HSD,0.8346745,17,whale,2
1012,hepaticvessel,hepaticvessel_L1,DCS,0.575480511,17,whale,2
1012,hepaticvessel,hepaticvessel_L2,DCS,0.870585202,17,whale,2
1012,hepaticvessel,hepaticvessel_L1,HSD,0.8377582,17,whale,2
1012,hepaticvessel,hepaticvessel_L2,HSD,0.9176611,17,whale,2
1013,hepaticvessel,hepaticvessel_L1,DCS,0.51935617,17,whale,2
1013,hepaticvessel,hepaticvessel_L2,DCS,0.759845521,17,whale,2
1013,hepaticvessel,hepaticvessel_L1,HSD,0.7772238,17,whale,2
1013,hepaticvessel,hepaticvessel_L2,HSD,0.8069131,17,whale,2
1014,hepaticvessel,hepaticvessel_L1,DCS,0.598738213,17,whale,2
1014,hepaticvessel,hepaticvessel_L2,DCS,0.771500657,17,whale,2
1014,hepaticvessel,hepaticvessel_L1,HSD,0.82675457,17,whale,2
1014,hepaticvessel,hepaticvessel_L2,HSD,0.7029542,17,whale,2
1015,hepaticvessel,hepaticvessel_L1,DCS,0.680100756,17,whale,2
1015,hepaticvessel,hepaticvessel_L2,DCS,0.79914873,17,whale,2
1015,hepaticvessel,hepaticvessel_L1,HSD,0.890254,17,whale,2
1015,hepaticvessel,hepaticvessel_L2,HSD,0.75421417,17,whale,2
1016,hepaticvessel,hepaticvessel_L1,DCS,0.453147395,17,whale,2
1016,hepaticvessel,hepaticvessel_L2,DCS,0.66256336,17,whale,2
1016,hepaticvessel,hepaticvessel_L1,HSD,0.7358064,17,whale,2
1016,hepaticvessel,hepaticvessel_L2,HSD,0.8848125,17,whale,2
1017,hepaticvessel,hepaticvessel_L1,DCS,0.63770917,17,whale,2
1017,hepaticvessel,hepaticvessel_L2,DCS,0.466704289,17,whale,2
1017,hepaticvessel,hepaticvessel_L1,HSD,0.9098616,17,whale,2
1017,hepaticvessel,hepaticvessel_L2,HSD,0.7682041,17,whale,2
1018,hepaticvessel,hepaticvessel_L1,DCS,0.519036888,17,whale,2
1018,hepaticvessel,hepaticvessel_L2,DCS,0.641635893,17,whale,2
1018,hepaticvessel,hepaticvessel_L1,HSD,0.7284838,17,whale,2
1018,hepaticvessel,hepaticvessel_L2,HSD,0.5723191,17,whale,2
1019,hepaticvessel,hepaticvessel_L1,DCS,0.479521519,17,whale,2
1019,hepaticvessel,hepaticvessel_L2,DCS,0.758443435,17,whale,2
1019,hepaticvessel,hepaticvessel_L1,HSD,0.7677116,17,whale,2
1019,hepaticvessel,hepaticvessel_L2,HSD,0.6342732,17,whale,2
1020,hepaticvessel,hepaticvessel_L1,DCS,0.661156235,17,whale,2
1020,hepaticvessel,hepaticvessel_L2,DCS,0.066215563,17,whale,2
1020,hepaticvessel,hepaticvessel_L1,HSD,0.8591294,17,whale,2
1020,hepaticvessel,hepaticvessel_L2,HSD,0.22164063,17,whale,2
1021,hepaticvessel,hepaticvessel_L1,DCS,0.294788407,17,whale,2
1021,hepaticvessel,hepaticvessel_L2,DCS,0.035890642,17,whale,2
1021,hepaticvessel,hepaticvessel_L1,HSD,0.6149299,17,whale,2
1021,hepaticvessel,hepaticvessel_L2,HSD,0.24016158,17,whale,2
1022,hepaticvessel,hepaticvessel_L1,DCS,0.660187668,17,whale,2
1022,hepaticvessel,hepaticvessel_L2,DCS,0.698365926,17,whale,2
1022,hepaticvessel,hepaticvessel_L1,HSD,0.85967666,17,whale,2
1022,hepaticvessel,hepaticvessel_L2,HSD,0.6828798,17,whale,2
1023,hepaticvessel,hepaticvessel_L1,DCS,0.673125169,17,whale,2
1023,hepaticvessel,hepaticvessel_L2,DCS,0.001965602,17,whale,2
1023,hepaticvessel,hepaticvessel_L1,HSD,0.9133772,17,whale,2
1023,hepaticvessel,hepaticvessel_L2,HSD,0.021741329,17,whale,2
1024,hepaticvessel,hepaticvessel_L1,DCS,0.629450498,17,whale,2
1024,hepaticvessel,hepaticvessel_L2,DCS,0.617599304,17,whale,2
1024,hepaticvessel,hepaticvessel_L1,HSD,0.8303115,17,whale,2
1024,hepaticvessel,hepaticvessel_L2,HSD,0.62646323,17,whale,2
1025,hepaticvessel,hepaticvessel_L1,DCS,0.642161095,17,whale,2
1025,hepaticvessel,hepaticvessel_L2,DCS,0.641343066,17,whale,2
1025,hepaticvessel,hepaticvessel_L1,HSD,0.8913969,17,whale,2
1025,hepaticvessel,hepaticvessel_L2,HSD,0.89019877,17,whale,2
1026,hepaticvessel,hepaticvessel_L1,DCS,0.58519685,17,whale,2
1026,hepaticvessel,hepaticvessel_L2,DCS,0.851858956,17,whale,2
1026,hepaticvessel,hepaticvessel_L1,HSD,0.7864278,17,whale,2
1026,hepaticvessel,hepaticvessel_L2,HSD,0.9129371,17,whale,2
1027,hepaticvessel,hepaticvessel_L1,DCS,0.63319978,17,whale,2
1027,hepaticvessel,hepaticvessel_L2,DCS,0.836812477,17,whale,2
1027,hepaticvessel,hepaticvessel_L1,HSD,0.892941,17,whale,2
1027,hepaticvessel,hepaticvessel_L2,HSD,0.8571101,17,whale,2
1028,hepaticvessel,hepaticvessel_L1,DCS,0.531672316,17,whale,2
1028,hepaticvessel,hepaticvessel_L2,DCS,0,17,whale,2
1028,hepaticvessel,hepaticvessel_L1,HSD,0.7881909,17,whale,2
1028,hepaticvessel,hepaticvessel_L2,HSD,0,17,whale,2
1029,hepaticvessel,hepaticvessel_L1,DCS,0.682112915,17,whale,2
1029,hepaticvessel,hepaticvessel_L2,DCS,0.492177123,17,whale,2
1029,hepaticvessel,hepaticvessel_L1,HSD,0.9154897,17,whale,2
1029,hepaticvessel,hepaticvessel_L2,HSD,0.71351516,17,whale,2
1030,hepaticvessel,hepaticvessel_L1,DCS,0.713640343,17,whale,2
1030,hepaticvessel,hepaticvessel_L2,DCS,0.422090979,17,whale,2
1030,hepaticvessel,hepaticvessel_L1,HSD,0.93774486,17,whale,2
1030,hepaticvessel,hepaticvessel_L2,HSD,0.59832984,17,whale,2
1031,hepaticvessel,hepaticvessel_L1,DCS,0.608492938,17,whale,2
1031,hepaticvessel,hepaticvessel_L2,DCS,0.091368117,17,whale,2
1031,hepaticvessel,hepaticvessel_L1,HSD,0.86197543,17,whale,2
1031,hepaticvessel,hepaticvessel_L2,HSD,0.31886134,17,whale,2
1032,hepaticvessel,hepaticvessel_L1,DCS,0.670493934,17,whale,2
1032,hepaticvessel,hepaticvessel_L2,DCS,0.009708738,17,whale,2
1032,hepaticvessel,hepaticvessel_L1,HSD,0.90926135,17,whale,2
1032,hepaticvessel,hepaticvessel_L2,HSD,0.0657458,17,whale,2
1033,hepaticvessel,hepaticvessel_L1,DCS,0.63855343,17,whale,2
1033,hepaticvessel,hepaticvessel_L2,DCS,0.828333088,17,whale,2
1033,hepaticvessel,hepaticvessel_L1,HSD,0.799874,17,whale,2
1033,hepaticvessel,hepaticvessel_L2,HSD,0.8392856,17,whale,2
1034,hepaticvessel,hepaticvessel_L1,DCS,0.700517327,17,whale,2
1034,hepaticvessel,hepaticvessel_L2,DCS,0.563417366,17,whale,2
1034,hepaticvessel,hepaticvessel_L1,HSD,0.9047681,17,whale,2
1034,hepaticvessel,hepaticvessel_L2,HSD,0.83020407,17,whale,2
1035,hepaticvessel,hepaticvessel_L1,DCS,0.624696198,17,whale,2
1035,hepaticvessel,hepaticvessel_L2,DCS,0,17,whale,2
1035,hepaticvessel,hepaticvessel_L1,HSD,0.8781309,17,whale,2
1035,hepaticvessel,hepaticvessel_L2,HSD,0,17,whale,2
1036,hepaticvessel,hepaticvessel_L1,DCS,0.593846668,17,whale,2
1036,hepaticvessel,hepaticvessel_L2,DCS,0.098481314,17,whale,2
1036,hepaticvessel,hepaticvessel_L1,HSD,0.9067119,17,whale,2
1036,hepaticvessel,hepaticvessel_L2,HSD,0.24185999,17,whale,2
1037,hepaticvessel,hepaticvessel_L1,DCS,0.325320826,17,whale,2
1037,hepaticvessel,hepaticvessel_L2,DCS,0.826121872,17,whale,2
1037,hepaticvessel,hepaticvessel_L1,HSD,0.5275406,17,whale,2
1037,hepaticvessel,hepaticvessel_L2,HSD,0.8829764,17,whale,2
1038,hepaticvessel,hepaticvessel_L1,DCS,0.504986401,17,whale,2
1038,hepaticvessel,hepaticvessel_L2,DCS,0.855405597,17,whale,2
1038,hepaticvessel,hepaticvessel_L1,HSD,0.7383096,17,whale,2
1038,hepaticvessel,hepaticvessel_L2,HSD,0.7188056,17,whale,2
1039,hepaticvessel,hepaticvessel_L1,DCS,0.249967843,17,whale,2
1039,hepaticvessel,hepaticvessel_L2,DCS,0.272331215,17,whale,2
1039,hepaticvessel,hepaticvessel_L1,HSD,0.46439838,17,whale,2
1039,hepaticvessel,hepaticvessel_L2,HSD,0.38135213,17,whale,2
1040,hepaticvessel,hepaticvessel_L1,DCS,0.175638972,17,whale,2
1040,hepaticvessel,hepaticvessel_L2,DCS,0.030732648,17,whale,2
1040,hepaticvessel,hepaticvessel_L1,HSD,0.3586109,17,whale,2
1040,hepaticvessel,hepaticvessel_L2,HSD,0.13474816,17,whale,2
1041,hepaticvessel,hepaticvessel_L1,DCS,0.340597656,17,whale,2
1041,hepaticvessel,hepaticvessel_L2,DCS,0.182167307,17,whale,2
1041,hepaticvessel,hepaticvessel_L1,HSD,0.57045627,17,whale,2
1041,hepaticvessel,hepaticvessel_L2,HSD,0.4507573,17,whale,2
1042,hepaticvessel,hepaticvessel_L1,DCS,0.438849437,17,whale,2
1042,hepaticvessel,hepaticvessel_L2,DCS,0.704971222,17,whale,2
1042,hepaticvessel,hepaticvessel_L1,HSD,0.6873685,17,whale,2
1042,hepaticvessel,hepaticvessel_L2,HSD,0.76254725,17,whale,2
1043,hepaticvessel,hepaticvessel_L1,DCS,0.493162125,17,whale,2
1043,hepaticvessel,hepaticvessel_L2,DCS,0.788265252,17,whale,2
1043,hepaticvessel,hepaticvessel_L1,HSD,0.8177548,17,whale,2
1043,hepaticvessel,hepaticvessel_L2,HSD,0.81327355,17,whale,2
1044,hepaticvessel,hepaticvessel_L1,DCS,0.497250481,17,whale,2
1044,hepaticvessel,hepaticvessel_L2,DCS,0.593165788,17,whale,2
1044,hepaticvessel,hepaticvessel_L1,HSD,0.7956944,17,whale,2
1044,hepaticvessel,hepaticvessel_L2,HSD,0.8465325,17,whale,2
1045,hepaticvessel,hepaticvessel_L1,DCS,0.484653118,17,whale,2
1045,hepaticvessel,hepaticvessel_L2,DCS,0.801241895,17,whale,2
1045,hepaticvessel,hepaticvessel_L1,HSD,0.6857028,17,whale,2
1045,hepaticvessel,hepaticvessel_L2,HSD,0.94257945,17,whale,2
1046,hepaticvessel,hepaticvessel_L1,DCS,0.519963866,17,whale,2
1046,hepaticvessel,hepaticvessel_L2,DCS,0.738611019,17,whale,2
1046,hepaticvessel,hepaticvessel_L1,HSD,0.77952015,17,whale,2
1046,hepaticvessel,hepaticvessel_L2,HSD,0.762132,17,whale,2
1047,hepaticvessel,hepaticvessel_L1,DCS,0.471043679,17,whale,2
1047,hepaticvessel,hepaticvessel_L2,DCS,0.58000404,17,whale,2
1047,hepaticvessel,hepaticvessel_L1,HSD,0.7878652,17,whale,2
1047,hepaticvessel,hepaticvessel_L2,HSD,0.56313425,17,whale,2
1048,hepaticvessel,hepaticvessel_L1,DCS,0.659438058,17,whale,2
1048,hepaticvessel,hepaticvessel_L2,DCS,0.304902746,17,whale,2
1048,hepaticvessel,hepaticvessel_L1,HSD,0.8912864,17,whale,2
1048,hepaticvessel,hepaticvessel_L2,HSD,0.4652906,17,whale,2
1049,hepaticvessel,hepaticvessel_L1,DCS,0.672890056,17,whale,2
1049,hepaticvessel,hepaticvessel_L2,DCS,0.693042571,17,whale,2
1049,hepaticvessel,hepaticvessel_L1,HSD,0.8301947,17,whale,2
1049,hepaticvessel,hepaticvessel_L2,HSD,0.8040346,17,whale,2
1050,hepaticvessel,hepaticvessel_L1,DCS,0.535796329,17,whale,2
1050,hepaticvessel,hepaticvessel_L2,DCS,0.654572477,17,whale,2
1050,hepaticvessel,hepaticvessel_L1,HSD,0.8043242,17,whale,2
1050,hepaticvessel,hepaticvessel_L2,HSD,0.2468959,17,whale,2
1051,hepaticvessel,hepaticvessel_L1,DCS,0.591780613,17,whale,2
1051,hepaticvessel,hepaticvessel_L2,DCS,0.015101545,17,whale,2
1051,hepaticvessel,hepaticvessel_L1,HSD,0.7814405,17,whale,2
1051,hepaticvessel,hepaticvessel_L2,HSD,0.080633745,17,whale,2
1052,hepaticvessel,hepaticvessel_L1,DCS,0.401738109,17,whale,2
1052,hepaticvessel,hepaticvessel_L2,DCS,0.135954655,17,whale,2
1052,hepaticvessel,hepaticvessel_L1,HSD,0.8080234,17,whale,2
1052,hepaticvessel,hepaticvessel_L2,HSD,0.22955704,17,whale,2
1053,hepaticvessel,hepaticvessel_L1,DCS,0.655863244,17,whale,2
1053,hepaticvessel,hepaticvessel_L2,DCS,0.134374261,17,whale,2
1053,hepaticvessel,hepaticvessel_L1,HSD,0.8890942,17,whale,2
1053,hepaticvessel,hepaticvessel_L2,HSD,0.43336216,17,whale,2
1054,hepaticvessel,hepaticvessel_L1,DCS,0.757998453,17,whale,2
1054,hepaticvessel,hepaticvessel_L2,DCS,0.691117971,17,whale,2
1054,hepaticvessel,hepaticvessel_L1,HSD,0.9156619,17,whale,2
1054,hepaticvessel,hepaticvessel_L2,HSD,0.8754928,17,whale,2
1055,hepaticvessel,hepaticvessel_L1,DCS,0.607623701,17,whale,2
1055,hepaticvessel,hepaticvessel_L2,DCS,0.914952545,17,whale,2
1055,hepaticvessel,hepaticvessel_L1,HSD,0.85988784,17,whale,2
1055,hepaticvessel,hepaticvessel_L2,HSD,0.98313975,17,whale,2
1056,hepaticvessel,hepaticvessel_L1,DCS,0.679834104,17,whale,2
1056,hepaticvessel,hepaticvessel_L2,DCS,0.809000634,17,whale,2
1056,hepaticvessel,hepaticvessel_L1,HSD,0.9218054,17,whale,2
1056,hepaticvessel,hepaticvessel_L2,HSD,0.95676434,17,whale,2
1057,hepaticvessel,hepaticvessel_L1,DCS,0.534539334,17,whale,2
1057,hepaticvessel,hepaticvessel_L2,DCS,0.332579619,17,whale,2
1057,hepaticvessel,hepaticvessel_L1,HSD,0.81065875,17,whale,2
1057,hepaticvessel,hepaticvessel_L2,HSD,0.32939118,17,whale,2
1058,hepaticvessel,hepaticvessel_L1,DCS,0.575921659,17,whale,2
1058,hepaticvessel,hepaticvessel_L2,DCS,0.413226784,17,whale,2
1058,hepaticvessel,hepaticvessel_L1,HSD,0.8400769,17,whale,2
1058,hepaticvessel,hepaticvessel_L2,HSD,0.5886986,17,whale,2
1059,hepaticvessel,hepaticvessel_L1,DCS,0.662389937,17,whale,2
1059,hepaticvessel,hepaticvessel_L2,DCS,0.905592367,17,whale,2
1059,hepaticvessel,hepaticvessel_L1,HSD,0.7804929,17,whale,2
1059,hepaticvessel,hepaticvessel_L2,HSD,0.976261,17,whale,2
1060,hepaticvessel,hepaticvessel_L1,DCS,0.613944001,17,whale,2
1060,hepaticvessel,hepaticvessel_L2,DCS,0.900234205,17,whale,2
1060,hepaticvessel,hepaticvessel_L1,HSD,0.83287334,17,whale,2
1060,hepaticvessel,hepaticvessel_L2,HSD,0.930263,17,whale,2
1061,hepaticvessel,hepaticvessel_L1,DCS,0.678802839,17,whale,2
1061,hepaticvessel,hepaticvessel_L2,DCS,0.868210906,17,whale,2
1061,hepaticvessel,hepaticvessel_L1,HSD,0.87929285,17,whale,2
1061,hepaticvessel,hepaticvessel_L2,HSD,0.8834866,17,whale,2
1062,hepaticvessel,hepaticvessel_L1,DCS,0.509996457,17,whale,2
1062,hepaticvessel,hepaticvessel_L2,DCS,0.703114418,17,whale,2
1062,hepaticvessel,hepaticvessel_L1,HSD,0.7582138,17,whale,2
1062,hepaticvessel,hepaticvessel_L2,HSD,0.76349926,17,whale,2
1063,hepaticvessel,hepaticvessel_L1,DCS,0.562528991,17,whale,2
1063,hepaticvessel,hepaticvessel_L2,DCS,0.001302083,17,whale,2
1063,hepaticvessel,hepaticvessel_L1,HSD,0.8470583,17,whale,2
